Key,Category,Sub Category,Sub Sub Category
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R32C01,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R32C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R24C03,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_CalTest_F4_TE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R33C10,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R33C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R33C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R27C15,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDGCorrTC_F0_R32C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F2_R33C01,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F2_R16C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F0_R32C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F0_R32C05,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F0_R24C03,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F0_R16C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_CalTest_F3_LE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_CalTest_F2_LE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_CalTest_F0_INT_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R33C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R33C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R31C05,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R16C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F4_R00C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R33C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R33C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R33C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R32C01,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F3_R16C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R33C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R33C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R32C10,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R27C14,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F2_R04C00,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F1_R33C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F1_R33C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDG_F1_R08C11,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_WithDGCorrTC_F0_R31C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F4_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestProbeFsItems_OOS_2030^^FSProbe_Test_Raw_F0_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_RXCM_R08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R24C03,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R00C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R08C11,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R00C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R08C11,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R00C12,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R16,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F3_RXCM_R04,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R24C03,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_RXCM_R16,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R16C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R27C14,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R16C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F2_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R00C12,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R16C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R04,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_RXCM_R04,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F3_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R32C01,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F0_TE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F3_R24C02,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F4_RXCM_R04,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_RXCM_R24,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R32C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R32C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R31C05,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F0_BE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R24,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_R08C11,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R32C05,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R31C05,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R33C01,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F3_RXCM_R16,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_R16C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_RXCM_R27,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R31C06,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F2_TE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F0_RE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F4_RXCM_R32,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F4_RXCM_R16,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F3_RXCM_R24,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_RXCM_R00,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F2_R32C01,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R16C07,Uniformity Cal/Test,FSProbe Test,FSProbe Test Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F0_LE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F0_INT_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F4_RXCM_R08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F3_R08C11,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R32,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R31,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_RXCM_R27,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F2_R16C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F1_R08C11,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R32C09,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R32C08,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R27C15,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_WithDG_F0_R04C00,Uniformity Cal/Test,FSProbe Test,FSProbe Test WithDG
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_Test_Raw_F0_R27C15,Uniformity Cal/Test,FSProbe Test,FSProbe Test_Raw
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F4_TE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^FSTestRxCmItems_OOS_2033^^FSProbe_CalTest_F3_TE_Uniformity,Uniformity Cal/Test,FSProbe Cal,FSProbe Cal_Uniformity
FINAL_RESULT_FLAG^^getImgChecksumFailed_1205^^NA,getImgChecksumFailed,getImgChecksumFailed,getImgChecksumFailed
FINAL_RESULT_FLAG^^InvalidCgmIqcResult_1197^^NA,InvalidCgmIqcResult,InvalidCgmIqcResult,InvalidCgmIqcResult
FINAL_RESULT_FLAG^^InvalidSipSn_1193^^NA,InvalidSipSn,InvalidSipSn,InvalidSipSn
FINAL_RESULT_FLAG^^InvalidTspOqcResult_1198^^NA,InvalidTspOqcResult,InvalidTspOqcResult,InvalidTspOqcResult
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_IO_ID_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_RESET_L_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_IO_ID_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_HSPI_MOSI_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_JTAG_TCK_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_TOUCH_TO_MANY_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_BSYNC0_AP_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_H_INT0_L_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^NA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_I2C_SDA_EEPROM_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_H_INT1_L_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_CLK_32K_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_H_CS_L_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_HSPI_MISO_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_RESET_L_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_JTAG_TCK_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_HSPI_MOSI_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_BSYNC0_AP_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_TOUCH_TO_MANY_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_JTAG_TMS_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_JTAG_TMS_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_I2C_SDA_EEPROM_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_I2C_SCL_EEPROM_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_H_INT1_L_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_H_INT0_L_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_H_CS_L_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_HSPI_SCLK_Low_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^LeakageTestOOS_1143^^DigLeak_BSYNC1_High_uA,Digital OS Test,Digital OS Test_Leakage,Digital OS Test_Leakage
FINAL_RESULT_FLAG^^MalibuFailOverWriteUtpReg_2112^^NA,Tester/DUT Setup,Tester/DUT Setup_MALIBU,Tester/DUT Setup_MALIBU
FINAL_RESULT_FLAG^^MalibuHidMcuResetFail_1036^^NA,Tester/DUT Setup,Tester/DUT Setup_MALIBU,Tester/DUT Setup_MALIBU
FINAL_RESULT_FLAG^^MalibuScriptExecutionFailed_1039^^NA,Tester/DUT Setup,Tester/DUT Setup_MALIBU,Tester/DUT Setup_MALIBU
FINAL_RESULT_FLAG^^MtPowerHoldResetFail_1044^^NA,Power Test,MtPowerHoldReset,MtPowerHoldReset
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_HSYNC_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_TOUCH_TO_MANY_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_JTAG_TCK_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_RESET_L_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_BSYNC1_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_H_INT1_L_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_HSPI_MOSI_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_PP5V1_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_IO_ID_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_H_INT0_L_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_H_CS_L_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_PP1V24_IO_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_PP3V15_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_JTAG_TMS_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_HSPI_SCLK_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_HSPI_MISO_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_BSYNC0_AP_Negative,OpenShort,OpenShort_DPOS,DPOS_BSYNC0_AP_Negative
FINAL_RESULT_FLAG^^OpenShortTestOOS_1132^^DPOS_PP1V2_CORE_Negative,Digital OS Test,Digital OS Test_DPOS,Digital OS Test_DPOS
